VM1,VM2,VM3,VM4,VM5,VM6,VM7,VM8,VM9,VM10
1.03204534392531,0.940980424900922,0.986511938260412,0.955642671033104,0.922773843677694,0.97561267157136,1.02709992928242,1.02997317211957,0.952663993987138,1.04808023670221
1.02287777171115,0.941619863504338,0.986807998803236,0.978671410424489,1.0052255345576,1.01826064745437,1.0291688986025,0.992245732059638,1.03631390731213,1.06553086171954
1.03356033966623,0.942710594475595,0.993055430201235,0.977750017748851,0.987667355168093,0.938129318990784,0.969266971983438,1.02648730413524,1.08477898031213,1.05037921929365
1.04420803426218,0.941444056627276,0.98292754339011,0.98652174934483,0.981617690951692,1.00223674377059,1.03859494575794,1.04500233451949,0.97357501828066,1.04822879280094
1.02875351663567,0.937779977270251,0.989455964858378,0.980908340235643,0.952611729648562,0.987141289413288,1.03571634168321,1.0291560269737,0.974113304397183,1.03846474250006
1.05795821630873,0.938874960891558,0.973492831202862,1.00942251356882,0.987310570502998,1.03314530604495,1.028920830725,1.03247079085507,1.02579255578492,1.04545483930419
1.04508073179076,0.939142735272999,0.977003863820973,1.00287784113443,1.00184029857081,1.02685701497745,1.00743473883437,1.01797879365671,0.966498473946007,1.05528294383938
1.05111162673727,0.941314485643016,0.97644101573408,1.01897666582775,0.956448431843843,0.996922832024615,0.967524644671458,1.02782045613034,1.04259500794889,1.0760724115265
1.0634018675441,0.940507204844958,0.976434015946986,0.967874522086463,0.971659835772184,1.0515557469492,1.06742968027114,1.04627004035687,1.02337716917772,1.04878672239649
1.04601472211695,0.943531454612007,0.990394122476225,1.00012221771217,0.968262770927592,1.01175626723625,1.01413666601012,1.03763616800632,1.03693903465558,1.04341647724879
1.04675172237826,0.940867101783085,0.985199085718983,0.956377340011425,1.00746836544492,1.01845719994906,1.00860535345656,1.04979083849411,1.02172937260736,1.04174353687255
1.0408540060434,0.940920195615393,0.987249767100687,0.998639432480543,1.00729665720849,0.988417950503818,1.03708179417435,1.07446034088129,0.927252567086298,1.02699241458134
1.04387439314019,0.938736120540164,0.984312962735628,0.975576512171081,0.95430512852166,0.996882759550624,1.03310682078848,1.05172227919829,1.06037435177977,1.0203659034011
1.0511881883861,0.938299452238361,0.974744370200966,0.997420820631568,0.98515510004044,1.01049137570358,1.08155187396541,1.03696914853736,0.971290966528472,1.05953929536971
1.03423923372393,0.939004881152375,0.983939117165614,0.968304801438191,0.93784302441421,1.01176248774189,1.0383569181178,1.04016624538501,1.02428089582519,1.05771375768913
1.02627289700826,0.938338566906085,0.981760682675991,0.965649897293359,0.980178882549436,1.05030331684188,1.03323290025868,1.02418204982111,1.01316916639442,1.03453640030012
1.055279223243,0.942167041711771,0.980761810832148,0.9706612551821,0.966806821070779,1.02313694782151,1.04021486067974,1.06598317834947,0.930860425549025,1.03895576790961
1.06119034158871,0.940020652477137,0.980750196045832,1.03657980192899,0.963159092340045,1.01645735563411,0.974873185012497,1.05172377506176,1.05082581819427,1.04577630984229
